user_played, instrument_name, velocity, pitch, start (s), end (s)
False,piano,96,42,35.909055,36.05962303125
False,piano,96,42,36.06057,36.21113803125
False,piano,80,58,36.1363275,36.24901678125
False,piano,96,42,36.212085,36.36265303125
False,piano,80,56,36.24996375,36.36265303125
False,piano,49,70,36.3636,42.72628303125
False,piano,49,61,36.3636,42.72628303125
False,piano,49,65,36.3636,42.72628303125
False,piano,80,60,36.3636,36.81719803125
False,piano,64,54,36.3636,42.40810153125
False,piano,64,58,36.3636,42.40810153125
False,piano,64,61,36.3636,42.40810153125
False,piano,64,65,36.3636,42.40810153125
True,piano,76,30,36.3636,42.49901053125
True,piano,76,42,36.3636,42.49901053125
False,piano,96,42,36.3636,36.81719803125
False,piano,80,56,36.818145,36.93083428125
False,piano,96,46,36.818145,37.27174303125
False,piano,80,56,36.93178125,37.72628803125
False,piano,115,38,37.27269,37.72628803125
False,piano,80,53,37.727235,37.95356053125
False,piano,96,42,37.727235,38.18083303125
False,piano,96,42,38.18178,38.40810553125
False,piano,115,38,38.4090525,38.63537803125
False,piano,96,46,38.636325,39.08992303125
False,piano,80,56,38.74996125,38.86265053125
False,piano,80,56,38.8635975,38.97628678125
False,piano,80,58,38.97723375,39.08992303125
False,piano,80,61,39.09087,39.43083178125
False,piano,115,38,39.09087,39.54446803125
False,piano,80,60,39.43177875,39.77174053125
False,piano,96,42,39.545415,39.65810428125
False,piano,96,42,39.65905125,39.77174053125
False,piano,80,58,39.7726875,39.88537678125
False,piano,80,56,39.88632375,39.99901303125
False,piano,80,60,39.99996,40.45355803125
False,piano,96,42,39.99996,40.22628553125
False,piano,96,46,40.2272325,40.45355803125
False,piano,80,56,40.454505,40.56719428125
False,piano,96,42,40.454505,40.68083053125
False,piano,80,56,40.568141250000004,41.362648031250004
False,piano,96,42,40.6817775,40.90810303125
False,piano,115,38,40.90905,41.362648031250004
False,piano,80,53,41.363595000000004,41.58992053125
False,piano,96,42,41.363595000000004,41.58992053125
False,piano,80,51,41.5908675,42.27173803125
False,piano,115,38,41.5908675,41.81719303125
False,piano,96,42,41.81814,42.04446553125
False,piano,115,38,42.0454125,42.27173803125
False,piano,96,46,42.272685,42.72628303125
False,piano,80,49,42.38632125,42.49901053125
False,piano,80,49,42.4999575,42.61264678125
False,piano,80,49,42.61359375,42.72628303125
False,piano,49,68,42.72723,43.63537303125
False,piano,49,73,42.72723,43.63537303125
False,piano,49,60,42.72723,43.63537303125
False,piano,49,65,42.72723,43.63537303125
False,piano,80,56,42.72723,42.953555531250004
False,piano,76,53,42.72723,43.63537303125
False,piano,76,56,42.72723,43.63537303125
False,piano,76,60,42.72723,43.63537303125
False,piano,76,63,42.72723,43.63537303125
False,piano,76,65,42.72723,43.63537303125
True,piano,76,29,42.72723,43.63537303125
True,piano,76,41,42.72723,43.63537303125
False,piano,115,38,42.72723,43.18082803125
False,piano,80,56,42.954502500000004,43.18082803125
False,piano,80,56,43.181775,43.52173678125
False,piano,96,42,43.181775,43.33234303125
False,piano,96,42,43.33329,43.48385803125
False,piano,96,42,43.484805,43.63537303125
False,piano,80,53,43.52268375,43.63537303125
False,piano,49,70,43.63632,49.99900303125
False,piano,49,61,43.63632,49.99900303125
False,piano,49,65,43.63632,49.99900303125
False,piano,80,60,43.63632,44.08991803125
False,piano,64,54,43.63632,49.680821531250004
False,piano,64,58,43.63632,49.680821531250004
False,piano,64,61,43.63632,49.680821531250004
False,piano,64,65,43.63632,49.680821531250004
True,piano,76,30,43.63632,49.77173053125
True,piano,76,42,43.63632,49.77173053125
False,piano,96,42,43.63632,44.08991803125
False,piano,80,58,44.090865,44.15431190625
False,piano,96,46,44.090865,44.544463031250004
False,piano,80,56,44.155258875,44.3162435625
False,piano,80,53,44.3181375,44.544463031250004
False,piano,80,53,44.545410000000004,44.77173553125
False,piano,115,38,44.545410000000004,44.99900803125
False,piano,80,56,44.7726825,45.45355303125
False,piano,96,42,44.999955,45.45355303125
False,piano,96,42,45.4545,45.68082553125
False,piano,115,38,45.6817725,45.90809803125
False,piano,96,46,45.909045,46.36264303125
False,piano,80,60,46.36359,46.81718803125
False,piano,115,38,46.36359,46.81718803125
False,piano,80,58,46.818135,47.04446053125
False,piano,96,42,46.818135,46.930824281250004
False,piano,96,42,46.931771250000004,47.04446053125
False,piano,80,60,47.0454075,47.27173303125
False,piano,80,60,47.27268,47.726278031250004
False,piano,96,42,47.27268,47.49900553125
False,piano,96,46,47.4999525,47.726278031250004
False,piano,80,58,47.727225000000004,47.79067190625
False,piano,96,42,47.727225000000004,47.95355053125
False,piano,80,56,47.791618875,47.9526035625
False,piano,80,53,47.9544975,48.18082303125
False,piano,96,42,47.9544975,48.18082303125
False,piano,80,53,48.18177,48.40809553125
False,piano,115,38,48.18177,48.63536803125
False,piano,80,56,48.4090425,49.08991303125
False,piano,96,42,48.636315,48.86264053125
False,piano,115,38,48.8635875,49.08991303125
False,piano,96,42,49.09086,49.317185531250004
False,piano,115,38,49.3181325,49.54445803125
False,piano,96,46,49.545405,49.99900303125
False,piano,80,61,49.99995,50.33991178125
False,piano,76,53,49.99995,50.90809303125
False,piano,76,56,49.99995,50.90809303125
False,piano,76,60,49.99995,50.90809303125
False,piano,76,63,49.99995,50.90809303125
False,piano,76,65,49.99995,50.90809303125
True,piano,76,29,49.99995,50.90809303125
True,piano,76,41,49.99995,50.90809303125
False,piano,115,38,49.99995,50.45354803125
False,piano,80,60,50.34085875,50.68082053125
False,piano,96,42,50.454495,50.60506303125
False,piano,96,42,50.60601,50.75657803125
False,piano,80,58,50.6817675,50.79445678125
False,piano,96,42,50.757525,50.90809303125
False,piano,80,56,50.79540375,50.90809303125
False,piano,80,60,50.90904,51.36263803125
False,piano,64,58,50.90904,51.77172853125
False,piano,64,61,50.90904,51.77172853125
False,piano,64,65,50.90904,51.77172853125
True,piano,64,30,50.90904,51.77172853125
True,piano,64,42,50.90904,51.77172853125
False,piano,96,42,50.90904,51.36263803125
False,piano,80,58,51.363585,51.42703190625
False,piano,96,46,51.363585,51.81718303125
False,piano,80,56,51.427978875,51.5889635625
False,piano,80,53,51.5908575,51.81718303125
False,piano,49,61,51.818130000000004,52.04445553125
False,piano,80,53,51.818130000000004,52.04445553125
False,piano,76,58,51.818130000000004,52.72627303125
False,piano,76,60,51.818130000000004,52.72627303125
False,piano,76,61,51.818130000000004,52.72627303125
False,piano,76,65,51.818130000000004,52.72627303125
True,piano,76,32,51.818130000000004,52.72627303125
True,piano,76,44,51.818130000000004,52.72627303125
False,piano,115,38,51.818130000000004,52.27172803125
False,piano,49,58,52.0454025,52.27172803125
False,piano,80,56,52.0454025,52.72627303125
False,piano,49,61,52.272675,52.72627303125
False,piano,96,42,52.272675,52.72627303125
False,piano,49,63,52.72722,53.18081803125
False,piano,64,58,52.72722,57.90808603125
False,piano,64,61,52.72722,57.90808603125
False,piano,64,63,52.72722,57.90808603125
False,piano,64,65,52.72722,57.90808603125
True,piano,64,34,52.72722,57.90808603125
True,piano,64,46,52.72722,57.90808603125
False,piano,96,42,52.72722,52.95354553125
False,piano,115,38,52.9544925,53.18081803125
False,piano,49,65,53.181765,53.408090531250004
False,piano,96,46,53.181765,53.63536303125
False,piano,49,63,53.409037500000004,54.08990803125
False,piano,80,56,53.409037500000004,53.52172678125
False,piano,80,58,53.52267375,53.63536303125
False,piano,80,60,53.63631,54.31718053125
False,piano,115,38,53.63631,54.08990803125
False,piano,96,42,54.090855,54.203544281250004
False,piano,96,42,54.204491250000004,54.31718053125
False,piano,80,60,54.3181275,54.43081678125
False,piano,80,61,54.43176375,54.54445303125
False,piano,80,56,54.5454,54.77172553125
False,piano,96,42,54.5454,54.77172553125
False,piano,80,53,54.7726725,54.998998031250004
False,piano,96,46,54.7726725,54.998998031250004
False,piano,96,42,54.999945000000004,55.22627053125
False,piano,49,63,55.11358125,55.22627053125
False,piano,49,65,55.2272175,55.33990678125
False,piano,80,56,55.2272175,55.33990678125
False,piano,96,42,55.2272175,55.45354303125
False,piano,49,63,55.34085375,55.45354303125
False,piano,80,53,55.34085375,55.45354303125
False,piano,49,63,55.45449,56.36263303125
False,piano,80,56,55.45449,55.68081553125
False,piano,115,38,55.45449,55.90808803125
False,piano,80,53,55.6817625,56.13536053125
False,piano,96,42,55.909035,56.13536053125
False,piano,80,56,56.1363075,56.24899678125
False,piano,115,38,56.1363075,56.36263303125
False,piano,80,53,56.24994375,56.36263303125
False,piano,80,58,56.36358,56.47626928125
False,piano,96,42,56.36358,56.589905531250004
False,piano,80,56,56.47721625,56.589905531250004
False,piano,80,53,56.590852500000004,57.04445053125
False,piano,115,38,56.590852500000004,56.81717803125
False,piano,96,46,56.818125,57.27172303125
False,piano,80,56,57.0453975,57.15808678125
False,piano,80,53,57.15903375,57.27172303125
False,piano,80,56,57.27267,57.61263178125
False,piano,115,38,57.27267,57.72626803125
False,piano,80,56,57.61357875,57.95354053125
False,piano,96,42,57.727215,57.877783031250004
False,piano,96,42,57.87873,58.02929803125
False,piano,80,58,57.9544875,58.180813031250004
False,piano,96,42,58.030245,58.180813031250004
False,piano,49,70,58.181760000000004,60.90808303125
False,piano,49,61,58.181760000000004,60.90808303125
False,piano,49,65,58.181760000000004,60.90808303125
False,piano,96,60,58.181760000000004,58.63535803125
False,piano,80,54,58.181760000000004,58.39672190625
False,piano,80,58,58.181760000000004,58.39672190625
False,piano,80,61,58.181760000000004,58.39672190625
False,piano,80,65,58.181760000000004,58.39672190625
True,piano,80,39,58.181760000000004,58.39672190625
True,piano,80,51,58.181760000000004,58.39672190625
False,piano,115,38,58.181760000000004,58.40808553125
False,piano,80,54,58.4090325,60.78308315625
False,piano,80,58,58.4090325,60.78308315625
False,piano,80,61,58.4090325,60.78308315625
False,piano,80,65,58.4090325,60.78308315625
True,piano,80,39,58.4090325,60.78308315625
True,piano,80,51,58.4090325,60.78308315625
False,piano,115,38,58.4090325,59.08990303125
False,piano,96,58,58.636305,58.69975190625
False,piano,96,56,58.700698875,58.8616835625
False,piano,96,53,58.8635775,59.08990303125
False,piano,96,53,59.09085,59.31717553125
False,piano,96,56,59.3181225,59.65808428125
False,piano,96,42,59.545395,59.69596303125
False,piano,96,53,59.65903125,60.11262928125
False,piano,96,42,59.69691,59.84747803125
False,piano,96,42,59.848425,59.99899303125
False,piano,96,42,59.99994,60.22626553125
False,piano,96,37,60.2272125,60.45353803125
False,piano,115,38,60.454485,60.68081053125
False,piano,115,46,60.454485,60.68081053125
False,piano,96,46,60.6817575,60.90808303125
False,piano,49,73,60.90903,61.81717303125
False,piano,49,61,60.90903,61.81717303125
False,piano,49,65,60.90903,61.81717303125
False,piano,49,68,60.90903,61.81717303125
False,piano,96,60,60.90903,61.24899178125
False,piano,96,53,60.90903,61.81717303125
False,piano,96,56,60.90903,61.81717303125
False,piano,96,60,60.90903,61.81717303125
False,piano,96,63,60.90903,61.81717303125
False,piano,96,65,60.90903,61.81717303125
True,piano,96,29,60.90903,61.81717303125
True,piano,96,41,60.90903,61.81717303125
False,piano,115,38,60.90903,61.13535553125
False,piano,115,41,61.1363025,61.362628031250004
False,piano,96,60,61.24993875,61.58990053125
False,piano,96,42,61.363575000000004,61.47626428125
False,piano,96,42,61.47721125,61.58990053125
False,piano,96,61,61.5908475,61.81717303125
False,piano,49,77,61.81812,64.54444303125
False,piano,49,65,61.81812,64.54444303125
False,piano,49,70,61.81812,64.54444303125
False,piano,96,60,61.81812,62.27171803125
False,piano,96,54,61.81812,65.36262403125001
False,piano,96,58,61.81812,65.36262403125001
False,piano,96,61,61.81812,65.36262403125001
False,piano,96,65,61.81812,65.36262403125001
False,piano,96,66,61.81812,65.36262403125001
True,piano,96,30,61.81812,64.49898853125
True,piano,96,42,61.81812,64.49898853125
False,piano,115,38,61.81812,62.27171803125
False,piano,96,58,62.272665,62.336111906250004
False,piano,96,42,62.272665,62.49899053125
False,piano,96,56,62.337058875000004,62.4980435625
False,piano,96,53,62.4999375,62.72626303125
False,piano,96,42,62.4999375,62.72626303125
False,piano,96,53,62.72721,63.63535303125
False,piano,115,38,62.72721,62.953535531250004
False,piano,96,42,62.9544825,63.18080803125
False,piano,96,42,63.181755,63.40808053125
False,piano,115,38,63.4090275,63.63535303125
False,piano,96,42,63.6363,63.86262553125
False,piano,115,38,63.863572500000004,64.08989803125
False,piano,96,56,64.090845,64.31717053125
False,piano,96,42,64.090845,64.31717053125
False,piano,96,46,64.090845,64.54444303125
False,piano,96,58,64.3181175,64.54444303125
False,piano,96,42,64.3181175,64.54444303125
False,piano,49,75,64.54539,65.45353303125
False,piano,49,65,64.54539,65.45353303125
False,piano,49,68,64.54539,65.45353303125
False,piano,49,73,64.54539,65.45353303125
False,piano,96,61,64.54539,64.88535178125
True,piano,96,34,64.54539,65.45353303125
True,piano,96,46,64.54539,65.45353303125
False,piano,115,38,64.54539,64.99898803125001
False,piano,96,60,64.88629875,65.22626053125
False,piano,96,42,64.99993500000001,65.11262428125
False,piano,96,42,65.11357125,65.22626053125
False,piano,96,58,65.2272075,65.33989678125
False,piano,96,56,65.34084375,65.45353303125
False,piano,49,77,65.45448,68.18080303125001
False,piano,49,61,65.45448,68.18080303125001
False,piano,49,65,65.45448,68.18080303125001
False,piano,49,70,65.45448,68.18080303125001
False,piano,96,60,65.45448,65.79444178125
False,piano,80,54,65.45448,68.04443953125
False,piano,80,58,65.45448,68.04443953125
False,piano,80,61,65.45448,68.04443953125
False,piano,80,65,65.45448,68.04443953125
True,piano,80,27,65.45448,68.04443953125
True,piano,80,39,65.45448,68.04443953125
False,piano,115,38,65.45448,65.68080553125
False,piano,115,42,65.45448,65.68080553125
False,piano,115,38,65.6817525,65.90807803125
False,piano,115,42,65.6817525,65.90807803125
False,piano,96,56,65.79538875,66.24898678125
False,piano,96,46,65.909025,66.36262303125
False,piano,96,61,66.36357,66.70353178125
False,piano,115,38,66.36357,66.81716803125
False,piano,96,60,66.70447875,67.04444053125
False,piano,96,42,66.818115,66.96868303125
False,piano,96,46,66.96963,67.12019803125
False,piano,96,42,66.96963,67.12019803125
False,piano,96,58,67.0453875,67.15807678125
False,piano,96,46,67.121145,67.27171303125
False,piano,96,42,67.121145,67.27171303125
False,piano,96,56,67.15902375,67.27171303125
False,piano,96,58,67.27266,67.61262178125
False,piano,96,42,67.27266,67.49898553125
False,piano,96,37,67.4999325,67.72625803125
False,piano,96,56,67.61356875,68.06716678125
False,piano,115,38,67.727205,67.95353053125
False,piano,115,46,67.727205,67.95353053125
False,piano,96,46,67.9544775,68.18080303125001
False,piano,49,75,68.18175000000001,68.63534803125
False,piano,49,60,68.18175000000001,69.08989303125
False,piano,49,65,68.18175000000001,69.08989303125
False,piano,49,68,68.18175000000001,69.08989303125
False,piano,49,73,68.18175000000001,69.08989303125
False,piano,96,61,68.18175000000001,68.52171178125
False,piano,96,53,68.18175000000001,69.08989303125
False,piano,96,56,68.18175000000001,69.08989303125
False,piano,96,60,68.18175000000001,69.08989303125
False,piano,96,63,68.18175000000001,69.08989303125
False,piano,96,65,68.18175000000001,69.08989303125
True,piano,96,29,68.18175000000001,69.08989303125
True,piano,96,41,68.18175000000001,69.08989303125
False,piano,115,38,68.18175000000001,68.40807553125
False,piano,115,41,68.4090225,68.63534803125
False,piano,96,60,68.52265875,68.86262053125
False,piano,49,82,68.636295,69.08989303125
False,piano,96,42,68.636295,68.74898428125
False,piano,96,42,68.74993125,68.86262053125
False,piano,96,58,68.8635675,68.97625678125
False,piano,96,56,68.97720375,69.08989303125
False,piano,49,77,69.09084,71.81716303125
False,piano,49,61,69.09084,72.72625303125
False,piano,49,65,69.09084,72.72625303125
False,piano,49,70,69.09084,72.72625303125
False,piano,96,60,69.09084,69.54443803125
False,piano,96,54,69.09084,72.63534403125
False,piano,96,58,69.09084,72.63534403125
False,piano,96,61,69.09084,72.63534403125
False,piano,96,65,69.09084,72.63534403125
False,piano,96,66,69.09084,72.63534403125
True,piano,96,30,69.09084,71.77170853125
True,piano,96,42,69.09084,71.77170853125
False,piano,115,38,69.09084,69.54443803125
False,piano,96,58,69.545385,69.60883190625
False,piano,96,42,69.545385,69.77171053125001
False,piano,96,56,69.609778875,69.77076356250001
False,piano,96,53,69.7726575,69.99898303125
False,piano,96,42,69.7726575,69.99898303125
False,piano,96,53,69.99993,70.22625553125
False,piano,115,38,69.99993,70.22625553125
False,piano,96,56,70.2272025,70.90807303125
False,piano,96,42,70.2272025,70.45352803125
False,piano,96,42,70.454475,70.68080053125
False,piano,115,38,70.6817475,70.90807303125
False,piano,96,42,70.90902,71.13534553125
False,piano,115,38,71.1362925,71.36261803125
False,piano,96,42,71.363565,71.58989053125
False,piano,96,46,71.363565,71.81716303125
False,piano,96,42,71.5908375,71.81716303125
False,piano,49,73,71.81811,72.72625303125
False,piano,49,75,71.81811,72.72625303125
False,piano,96,61,71.81811,71.96867803125001
True,piano,96,34,71.81811,72.72625303125
True,piano,96,46,71.81811,72.72625303125
False,piano,115,38,71.81811,72.27170803125
False,piano,96,58,71.96962500000001,72.12019303125
False,piano,96,61,72.12114,72.27170803125
False,piano,96,58,72.272655,72.42322303125
False,piano,96,42,72.272655,72.38534428125
False,piano,96,42,72.38629125,72.49898053125
False,piano,96,61,72.42417,72.72625303125
False,piano,49,77,72.7272,75.45352303125
False,piano,49,61,72.7272,75.45352303125
False,piano,49,65,72.7272,75.45352303125
False,piano,49,70,72.7272,75.45352303125
False,piano,96,63,72.7272,72.95352553125
False,piano,80,54,72.7272,75.31715953125
False,piano,80,58,72.7272,75.31715953125
False,piano,80,61,72.7272,75.31715953125
False,piano,80,65,72.7272,75.31715953125
True,piano,80,27,72.7272,75.31715953125
True,piano,80,39,72.7272,75.31715953125
False,piano,115,38,72.7272,72.95352553125
False,piano,115,42,72.7272,72.95352553125
False,piano,96,58,72.9544725,73.40807053125
False,piano,115,38,72.9544725,73.18079803125
False,piano,115,42,72.9544725,73.18079803125
False,piano,96,46,73.181745,73.63534303125
False,piano,96,58,73.4090175,73.63534303125
False,piano,96,58,73.63629,73.86261553125
False,piano,115,38,73.63629,74.08988803125
False,piano,96,61,73.8635625,74.31716053125
False,piano,96,42,74.090835,74.24140303125
False,piano,96,46,74.24235,74.39291803125
False,piano,96,42,74.24235,74.39291803125
False,piano,96,58,74.3181075,74.54443303125
False,piano,96,46,74.393865,74.54443303125
False,piano,96,42,74.393865,74.54443303125
False,piano,96,42,74.54538,74.77170553125
False,piano,96,37,74.7726525,74.99897803125
False,piano,115,38,74.999925,75.22625053125
False,piano,115,46,74.999925,75.22625053125
False,piano,96,56,75.2271975,75.45352303125
False,piano,96,46,75.2271975,75.45352303125
False,piano,49,75,75.45447,75.90806803125
False,piano,49,60,75.45447,76.36261303125
False,piano,49,65,75.45447,76.36261303125
False,piano,49,68,75.45447,76.36261303125
False,piano,49,73,75.45447,76.36261303125
False,piano,96,65,75.45447,75.79443178125
False,piano,96,53,75.45447,76.36261303125
False,piano,96,56,75.45447,76.36261303125
False,piano,96,60,75.45447,76.36261303125
False,piano,96,63,75.45447,76.36261303125
False,piano,96,65,75.45447,76.36261303125
True,piano,96,29,75.45447,76.36261303125
True,piano,96,41,75.45447,76.36261303125
False,piano,115,38,75.45447,75.68079553125
False,piano,115,41,75.6817425,75.90806803125
False,piano,96,65,75.79537875,76.13534053125
False,piano,49,70,75.909015,76.36261303125
False,piano,49,82,75.909015,76.36261303125
False,piano,96,42,75.909015,76.02170428125
False,piano,96,42,76.02265125,76.13534053125
False,piano,96,66,76.1362875,76.36261303125
False,piano,49,77,76.36356,79.08988303125
False,piano,49,58,76.36356,79.99897303125
False,piano,49,61,76.36356,79.99897303125
False,piano,49,65,76.36356,79.99897303125
False,piano,49,70,76.36356,79.99897303125
False,piano,96,65,76.36356,76.70352178125
False,piano,96,54,76.36356,79.90806403125
False,piano,96,58,76.36356,79.90806403125
False,piano,96,61,76.36356,79.90806403125
False,piano,96,65,76.36356,79.90806403125
False,piano,96,66,76.36356,79.90806403125
True,piano,96,30,76.36356,79.90806403125
True,piano,96,42,76.36356,79.90806403125
False,piano,115,38,76.36356,76.81715803125
False,piano,96,63,76.70446875,76.81715803125
False,piano,96,61,76.818105,77.04443053125
False,piano,96,42,76.818105,77.04443053125
False,piano,96,61,77.0453775,77.27170303125
False,piano,96,42,77.0453775,77.27170303125
False,piano,96,61,77.27265,77.95352053125
False,piano,115,38,77.27265,77.49897553125
False,piano,96,42,77.4999225,77.72624803125
